Goal,Issue,Hair Type,Hair Texture,Wash Hair,Treatments,Hair Behaviour,Scalp Feeling,Scalp Flaky,Oily Scalp,Dry Scalp,REC Shampoo MTH,REC Shampoo WK,REC Conditioner,REC Conditioner 2,REC Other ,DRYNESS,DAMAGE,SENSITIVITY,SEBUM Oil,DRY SCALP,FLAKES,Base_Name,Unique_ID
Healthy Hair,Split ends / hair breakage,Type 4b,Medium,Once a week,Colour / Dyed,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy,Yes Rarely,My scalp gets dry not oily,3 - 5 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,FaithInNatureNaturalAvocadoConditionerNourishingVegan,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,40.7437465306695,65.62144277672691,0.0,18.461797637134143,26.711894405430034,8.049360300609347,Sylvia,Sylvia #11
Moisture retention,Scalp dryness,Type 4a,Thin or Fine,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",None of the above,Yes Usually,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,50.7481086610556,0.0,0.0,1.0718291475928932,0.0,3.150540032120894,Eugenie,Eugenie #6
Moisture retention,Split ends / hair breakage,Type 4b,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,No Not Me,5 + Days,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,CamilleRoseNaturalsMoroccanPearConditioningCustardForLowPorosity,FaithInNatureNaturalAvocadoConditionerNourishingVegan,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,94.24489785475491,0.0,0.0,0.0,71.64584429264542,0.24187099687127755,L JONES,L JONES #10
Moisture retention,Thinning hair,Type 4c,Thick,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampoo,SheaMoistureRawSheaButterRestorativeConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,81.13571913825471,65.0741359021913,0.0,10.711887103256924,88.32606669919824,32.530410982697894,Yetunde O,Yetunde O #13
Growth,Split ends / hair breakage,Type 4c,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy,Yes Rarely,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampoo,GiovanniDirectLeaveInConditioner–HighRated,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,95.53523954222563,2.012122935597954,33.05098487482178,22.603580374585245,41.09123020407726,89.85309560197157,Melanie,Melanie #23
Growth,Split ends / hair breakage,Type 4b,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,No Not Me,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,AsIAmCoconutCoWashCleansingConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,46.65272517531361,3.390785893701698,9.062891834722105,10.886759714354666,43.48740493986838,0.0,Clover L,Clover L #8
Moisture retention,Scalp dryness,Type 4a,Thin or Fine,Twice a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,No Not Me,1 - 2 Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampoo,AsIAmCoconutCoWashCleansingConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,6.586080896785891,0.0,34.50733132672215,0.0,Clover Lewis,Clover Lewis #4
Moisture retention,Not me,Type 4c,Thin or Fine,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,FaithInNatureNaturalAvocadoConditionerNourishingVegan,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,7.514109272415538,0.0,1.1704429659250961,0.0,2.4103157985276775,3.175549818289046,Eugenie,Eugenie #7
Moisture retention,Not me,Type 4b,Medium,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Usually,3 - 4 Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AvlonKeraCareAntiDandruffMoisturizingShampooForDry&ItchyScalpShampoo1240ml/8Fl.Oz,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,MielleOrganicsMongongoOilHydratingConditioner–NOProtein,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,21.02259422621409,12.667435027909761,6.319764025180209,4.6278203573840795,22.205242273401677,0.8215436964982216,Donna A,Donna A #3
Growth,Split ends / hair breakage,Type 4c,Medium,Once a week,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureRawSheaButterRestorativeConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,25.139457917476154,40.614726463079066,18.81152325054012,2.6570810945383543,47.53387954422195,53.40476699450622,Melanie,Melanie #24
Healthy Hair,Not me,Type 4b,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,3 - 4 Days,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,GiovanniTeaTreeTripleTreatConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,46.46003675236385,21.188672003112917,0.0,0.0,0.0,5.0825804853869405,Tara G,Tara G #19
Healthy Hair,Not me,Type 4b,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,24.92183833245891,0.0,0.0,0.0,0.0,Nomfundo,Nomfundo #9
Healthy Hair,Thinning hair,Type 4b,Thick,More than once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,KeraCareHumectoCrèmeConditioner234g,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,44.20398176274701,0.2841555506133709,5.538470704147098,43.00411117160145,100.32675399418257,6.854567888064861,Nadine,Nadine #15
Growth,Split ends / hair breakage,Type 4c,Thin or Fine,About once a month,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,No Not Me,5 + Days,My scalp gets oily not dry,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,AsIAmCoconutCoWashCleansingConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,68.36716437652024,61.42279048214445,25.825462395750876,32.864193476028134,90.0825650956362,58.601129979812114,Sylvia,Sylvia #12
Growth,Thinning hair,Type 4c,Medium,About once a month,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,AsIAmCoconutCoWashCleansingConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,91.10179553699047,47.06148211947384,50.65604020937205,29.585766760872026,66.33756018190682,0.0,Tara G,Tara G #20
Moisture retention,Scalp dryness,Type 4b,Medium,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Usually,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,CamilleRoseNaturalsMoroccanPearConditioningCustardForLowPorosity,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,3.4065827538244964,0.0,10.645116736563702,0.0,Tara G,Tara G #21
Healthy Hair,Split ends / hair breakage,Type 4b,Thin or Fine,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,No Not Me,3 - 4 Days,Within hours,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampooHighRated,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,CamilleRoseCurlLoveMoistureMilk,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,1.8670349796206749,0.0,3.5695149995308726,5.6794274093221,26.610544807167702,0.0,Ron,Ron #8
Growth,Thinning hair,Type 4c,Medium,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureRawSheaButterRestorativeConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,54.376938466363946,68.20526648863834,35.106248077173234,56.29186377194919,96.29834679244772,0.5490695403622767,Evelyn E,Evelyn E #8
Moisture retention,Split ends / hair breakage,Type 4b,Medium,Twice a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Usually,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,83.53127697849938,13.283658241208927,0.0,0.0,10.157932088903324,0.0,L JONES,L JONES #11
Healthy Hair,Split ends / hair breakage,Type 4b,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,18.048664030772166,38.44702764150882,9.424051623726815,75.84647793631792,28.946471899189916,0.0,Louisa E,Louisa E #8
Growth,Thinning hair,Type 4c,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy,Yes Rarely,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,SheaMoistureRawSheaButterExtraMoistureDetangler,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,34.82787474938444,35.87706200850065,23.476014731621085,27.953679210258425,64.64188348820772,0.0,Eugenie B,Eugenie B #8
Healthy Hair,Not me,Type 4b,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,3 - 4 Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,11.804923453605923,1.8813318601355684,0.0,26.727726916226327,0.0,Louisa E,Louisa E #9
Healthy Hair,Split ends / hair breakage,Type 4a,Thin or Fine,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",None of the above,No Not Me,3 - 4 Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,GiovanniTeaTreeTripleTreatConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,71.45887983606939,0.14816432322935807,2.7078726327912994,0.5871422156779026,6.728065488196489,0.0,Yinka,Yinka #18
Moisture retention,Not me,Type 4c,Thin or Fine,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Itchy & painful,Yes Usually,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,GiovanniTeaTreeTripleTreatConditioner,MielleOrganicsMongongoOilHydratingConditioner–NOProtein,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,17.647029965783346,3.5707057411416567,3.227548468642076,0.0,0.0,0.0,Peggy,Peggy #16
Moisture retention,Not me,Type 4b,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,Yes Rarely,3 - 4 Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,CamilleRoseCurlLoveMoistureMilk,KeraCareHumectoCrèmeConditioner234g,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,3.483987825292135,8.792310917736767,6.41649200189195,0.0,2.3166516746149495,0.0,Yinka,Yinka #19
Moisture retention,Thinning hair,Type 4c,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy & painful,Yes Always,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,AsIAmCoconutCoWashCleansingConditioner,KeraCareHumectoCrèmeConditioner234g,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,72.8957738967051,39.878380963794655,30.621767858083928,27.55306123747324,39.161178156636446,28.830447606793918,Samantha M,Samantha M #15
Growth,Split ends / hair breakage,Type 4b,Medium,Twice a month,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,No Not Me,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,37.137593536634746,0.0,20.99150013627545,80.23920863448882,1.0535823394559591,Caz Jo,Caz Jo #13
Moisture retention,Not me,Type 4b,Thin or Fine,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AvlonKeraCareAntiDandruffMoisturizingShampooForDry&ItchyScalpShampoo1240ml/8Fl.Oz,GiovanniDirectLeaveInConditioner–HighRated,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,3.940829593086704,0.0,13.073030807927651,3.734548309085117,5.054019019099173,0.0,Samantha M,Samantha M #16
Healthy Hair,Split ends / hair breakage,Type 4c,Thick,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,My scalp gets oily not dry,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,KeraCareHumectoCrèmeConditioner234g,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,5.153451849768061,0.0,0.0,10.991243606183906,25.162175543727713,0.0,Clover Lewis,Clover Lewis #5
Growth,Split ends / hair breakage,Type 4c,Thick,Twice a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,No Not Me,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,AsIAmLeaveInConditioner237ml/8FlOz.,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,78.49419557108192,0.0,0.0,8.381435879290894,32.56151430796857,0.6276400898992966,Yinka,Yinka #20
Moisture retention,Scalp dryness,Type 4b,Medium,Once a week,Colour / Dyed,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureRawSheaButterRestorativeConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,82.16396911567594,37.34538418897455,5.843577038148093,0.0,41.5455680122034,5.640679474409187,Yetunde O,Yetunde O #14
Moisture retention,Not me,Type 4a,Medium,Once a week,Colour / Dyed,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Itchy,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampoo,CamilleRoseNaturalsMoroccanPearConditioningCustardForLowPorosity,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,82.59617773518828,0.0,17.311004545943316,6.176220836910232,0.0,28.12554886185288,Caz Joseph,Caz Joseph #8
Moisture retention,Not me,Type 4b,Thin or Fine,Once a week,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Sensitive,No Not Me,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,8.871507389765863,0.0,12.268629167417528,40.33223161177702,33.369928960328174,0.0,Clover L,Clover L #9
Healthy Hair,Not me,Type 4b,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,No Not Me,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,AsIAmLeaveInConditioner237ml/8FlOz.,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,15.344777360676687,0.0,13.651299275819696,2.0871322236430694,7.823430161543115,4.766922160437795,Eugenie B,Eugenie B #9
Growth,Not me,Type 4b,Medium,Twice a month,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,Yes Rarely,My scalp gets dry not oily,3 - 5 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,66.96138724102893,3.061363667800901,0.0,0.6879881768063755,47.38124107963715,0.0,Yavonne,Yavonne #11
Healthy Hair,Split ends / hair breakage,Type 4b,Medium,Twice a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,3 - 4 Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,54.113030911597285,0.0,14.275598984563945,7.667976477904584,94.51388700498217,0.0,Peggy,Peggy #17
Growth,Thinning hair,Type 4b,Thick,Twice a month,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,54.40398327960302,64.60867222439404,1.6711462062489937,72.7805021486819,38.97139305366364,14.238175925674206,Caz Jo,Caz Jo #14
Moisture retention,Not me,Type 4c,Medium,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Rarely,5 + Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureManukaHoney&MafuraOilConditioner,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,26.348030342537054,0.0,0.0,1.2709377988280839,0.0,0.0,Peggy,Peggy #18
Growth,Not me,Type 4c,Thick,Once a week,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,PrePooFaithInNatureNaturalAvocadoConditionerNourishingVegan,CamilleRoseNaturalsMoroccanPearConditioningCustardForLowPorosity,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,109.02627614566033,0.0,0.0,11.52841526183474,30.108181509584075,0.17111477984711468,Tara G,Tara G #22
